Date,Ingredient,UOM,Usage_Today,Wastage_Today,Closing_OnHand,On_Order_Qty,Reorder_Point,Reorder_Flag,Earliest_Expiry_Date,Qty_Expiring_Within_Warn,Expiry_Warn_Days,Expiry_Flag,Suggested_Action
2026-03-17,Lime_g,g,205,0,980,0,691.51,,2026-05-01,0,1,,
2026-03-17,Milk_ml,ml,2280,0,19100,0,16142.47,,2026-05-02,0,2,,
2026-03-17,Mint_g,g,20,0,450,0,42.74,,2026-05-03,0,1,,
2026-03-17,Mozzarella_g,g,3216,0,21824.44,0,16356.82,,,0,2,,
2026-03-17,Mushroom_g,g,280,0,1460,0,728.77,,2026-05-01,0,1,,
2026-03-17,OliveOil_g,g,309.4,0,4272.25,0,3774.08,,2026-06-29,0,14,,
2026-03-17,Onion_g,g,382,0,775,0,955.53,Y,2026-05-03,0,1,,REORDER
2026-03-17,Parmesan_g,g,40,0,321.92,0,248.77,,2026-04-30,0,5,,
2026-03-17,Pesto_g,g,221,0,779,0,480.96,,2026-05-02,0,1,,
2026-03-17,Pita_g,g,360,0,3854.79,0,2012.05,,2026-05-10,0,7,,
2026-03-17,Pork_g,g,1080,0,8858.63,0,6933.7,,2026-05-20,0,7,,
2026-03-17,Potato_g,g,6350,0,44304.11,0,37158.9,,2026-05-20,0,7,,
2026-03-17,Salmon_g,g,1620,0,5606.03,0,6139.73,Y,2026-05-19,0,7,,REORDER
2026-03-17,SauceOther_g,g,3066,0,4458,0,6047.34,Y,2026-05-05,0,1,,REORDER
2026-03-17,Seafood_g,g,1328,208,3000,0,2937.64,,2026-04-30,0,1,,SPOILAGE_WRITE_OFF
2026-03-17,Soda_ml,ml,11880,0,146462.6,323000,160257.53,,2026-05-30,0,14,,
2026-03-17,Soju_ml,ml,2880,0,113962.19,0,70461.37,,2027-03-09,0,30,,
2026-03-17,Spirits_ml,ml,795,0,39389.52,0,24201.58,,2027-03-07,0,30,,
2026-03-17,Sugar_g,g,420,0,5299.04,0,5663.01,Y,2027-02-28,0,14,,REORDER
2026-03-17,TomatoSauce_g,g,2232,0,3518,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-03-17,VegMix_g,g,2670,0,4486,0,6644.66,Y,2026-04-30,0,1,,REORDER
2026-03-17,WhiteSauce_g,g,160,360,1000,0,797.81,,2026-04-30,0,1,,SPOILAGE_WRITE_OFF
2026-03-17,Wine_ml,ml,1800,0,55961.78,0,34449.86,,2027-03-07,0,30,,
2026-03-18,Anchovy_g,g,25,0,565.41,0,380.14,,2026-08-29,0,14,,
2026-03-18,Beef_g,g,2520,0,7050,0,4770.68,,2026-04-30,0,1,,
2026-03-18,Beer_ml,ml,15100,0,504050.68,0,323929.18,,2027-03-10,0,30,,
2026-03-18,Bread_g,g,540,460,1000,500,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-03-18,Butter_g,g,160,0,1027.67,2000,1195.07,,2026-05-05,0,5,,
2026-03-18,Chicken_g,g,6724,0,8324,0,13473.64,Y,2026-05-02,0,1,,REORDER
2026-03-18,Chocolate_g,g,945,0,3316.58,9000,4332.19,,2026-08-25,0,14,,
2026-03-18,CookingOil_g,g,1165,0,10063.84,25000,11997.95,,2026-06-29,0,14,,
2026-03-18,Cream_ml,ml,2520,0,1480,4000,4007.67,,,0,2,,
2026-03-18,Egg_count,count,29,0,67.99,0,78.85,Y,2026-05-10,0,5,,REORDER
2026-03-18,Flour_g,g,8535,0,67322.33,152500,75954.11,,2026-06-02,0,14,,
2026-03-18,Garlic_g,g,123.8,0,789.8,0,218.99,,2026-05-03,0,1,,
2026-03-18,Lime_g,g,360,0,620,0,691.51,Y,2026-05-01,0,1,,REORDER
2026-03-18,Milk_ml,ml,3480,620,15000,0,16142.47,Y,2026-05-02,0,2,,REORDER; SPOILAGE_WRITE_OFF
2026-03-18,Mint_g,g,30,0,420,0,42.74,,2026-05-03,0,1,,
2026-03-18,Mozzarella_g,g,4728,0,17096.44,0,16356.82,,,0,2,,
2026-03-18,Mushroom_g,g,420,0,1040,0,728.77,,2026-05-01,0,1,,
2026-03-18,OliveOil_g,g,410.2,0,3862.05,0,3774.08,,2026-06-29,0,14,,
2026-03-18,Onion_g,g,508,267,2000,0,955.53,,2026-05-03,0,1,,SPOILAGE_WRITE_OFF
2026-03-18,Parmesan_g,g,60,0,261.92,0,248.77,,2026-04-30,0,5,,
2026-03-18,Pesto_g,g,285,0,494,0,480.96,,2026-05-02,0,1,,
2026-03-18,Pita_g,g,120,0,3734.79,0,2012.05,,2026-05-10,0,7,,
2026-03-18,Pork_g,g,780,0,8078.63,0,6933.7,,2026-05-20,0,7,,
2026-03-18,Potato_g,g,6100,0,38204.11,0,37158.9,,2026-05-20,0,7,,
2026-03-18,Salmon_g,g,1440,0,4166.03,9000,6139.73,,2026-05-19,0,7,,
2026-03-18,SauceOther_g,g,2551,0,12907,0,6047.34,,2026-05-05,0,1,,
2026-03-18,Seafood_g,g,1352,0,1648,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-03-18,Soda_ml,ml,15240,0,131222.6,323000,160257.53,,2026-05-30,0,14,,
2026-03-18,Soju_ml,ml,3960,0,110002.19,0,70461.37,,2027-03-09,0,30,,
2026-03-18,Spirits_ml,ml,1155,0,38234.52,0,24201.58,,2027-03-07,0,30,,
2026-03-18,Sugar_g,g,630,0,4669.04,12000,5663.01,,2027-02-28,0,14,,
2026-03-18,TomatoSauce_g,g,3006,0,5012,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-03-18,VegMix_g,g,2994,0,13992,0,6644.66,,2026-04-30,0,1,,
2026-03-18,WhiteSauce_g,g,480,0,520,0,797.81,Y,2026-04-30,0,1,,REORDER
2026-03-18,Wine_ml,ml,240,0,55721.78,0,34449.86,,2027-03-07,0,30,,
2026-03-19,Anchovy_g,g,75,0,490.41,0,380.14,,2026-08-29,0,14,,
2026-03-19,Beef_g,g,3060,0,3990,0,4770.68,Y,2026-04-30,0,1,,REORDER
2026-03-19,Beer_ml,ml,14100,0,489950.68,0,323929.18,,2027-03-10,0,30,,
2026-03-19,Bread_g,g,720,280,0,1500,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-03-19,Butter_g,g,220,0,2807.67,0,1195.07,,2026-05-05,0,5,,
2026-03-19,Chicken_g,g,6368,1956,25500,0,13473.64,,2026-05-02,0,1,,SPOILAGE_WRITE_OFF
2026-03-19,Chocolate_g,g,410,0,2906.58,9000,4332.19,,2026-08-25,0,14,,
2026-03-19,CookingOil_g,g,1110,0,8953.84,25000,11997.95,,2026-06-29,0,14,,
2026-03-19,Cream_ml,ml,960,0,4520,0,4007.67,,,0,2,,
2026-03-19,Egg_count,count,15,0,52.99,72,78.85,,2026-05-10,0,5,,
2026-03-19,Flour_g,g,5980,0,61342.33,152500,75954.11,,2026-06-02,0,14,,
2026-03-19,Garlic_g,g,91.4,0,698.4,0,218.99,,2026-05-03,0,1,,
2026-03-19,Lime_g,g,315,0,805,0,691.51,,2026-05-01,0,1,,
2026-03-19,Milk_ml,ml,4140,0,10860,14000,16142.47,,2026-05-02,0,2,,
2026-03-19,Mint_g,g,25,395,0,0,42.74,Y,2026-05-03,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-03-19,Mozzarella_g,g,3192,0,13904.44,0,16356.82,Y,,0,2,,REORDER
2026-03-19,Mushroom_g,g,280,0,760,0,728.77,,2026-05-01,0,1,,
2026-03-19,OliveOil_g,g,312.8,0,3549.25,0,3774.08,Y,2026-06-29,0,14,,REORDER
2026-03-19,Onion_g,g,448,0,1552,0,955.53,,2026-05-03,0,1,,
2026-03-19,Parmesan_g,g,20,0,241.92,0,248.77,Y,2026-04-30,0,5,,REORDER
2026-03-19,Pesto_g,g,156,0,338,0,480.96,Y,2026-05-02,0,1,,REORDER
2026-03-19,Pita_g,g,360,0,3374.79,0,2012.05,,2026-05-10,0,7,,
2026-03-19,Pork_g,g,820,0,7258.63,0,6933.7,,2026-05-20,0,7,,
2026-03-19,Potato_g,g,5800,0,32404.11,0,37158.9,Y,2026-05-20,0,7,,REORDER
2026-03-19,Salmon_g,g,720,0,3446.03,9000,6139.73,,2026-05-19,0,7,,
2026-03-19,SauceOther_g,g,3239,0,9668,0,6047.34,,2026-05-05,0,1,,
2026-03-19,Seafood_g,g,792,856,3000,0,2937.64,,2026-04-30,0,1,,SPOILAGE_WRITE_OFF
2026-03-19,Soda_ml,ml,12990,0,441232.6,0,160257.53,,2026-05-30,0,14,,
2026-03-19,Soju_ml,ml,3960,0,106042.19,0,70461.37,,2027-03-09,0,30,,
2026-03-19,Spirits_ml,ml,1035,0,37199.52,0,24201.58,,2027-03-07,0,30,,
2026-03-19,Sugar_g,g,440,0,4229.04,12000,5663.01,,2027-02-28,0,14,,
2026-03-19,TomatoSauce_g,g,2034,0,5978,0,5236.27,,2026-05-01,0,1,,
2026-03-19,VegMix_g,g,3176,0,10816,0,6644.66,,2026-04-30,0,1,,
2026-03-19,WhiteSauce_g,g,320,200,1000,0,797.81,,2026-04-30,0,1,,SPOILAGE_WRITE_OFF
2026-03-19,Wine_ml,ml,1800,0,53921.78,0,34449.86,,2027-03-07,0,30,,
2026-03-20,Anchovy_g,g,50,0,440.41,0,380.14,,2026-08-29,0,14,,
2026-03-20,Beef_g,g,2330,0,9660,0,4770.68,,2026-04-30,0,1,,
2026-03-20,Beer_ml,ml,12780,0,477170.68,0,323929.18,,2027-03-10,0,30,,
2026-03-20,Bread_g,g,1080,0,2420,2000,7163.01,Y,2026-04-30,0,3,,REORDER
2026-03-20,Butter_g,g,230,0,2577.67,0,1195.07,,2026-05-05,0,5,,
2026-03-20,Chicken_g,g,8882,0,16618,0,13473.64,,2026-05-02,0,1,,
2026-03-20,Chocolate_g,g,325,0,11581.58,0,4332.19,,2026-08-25,0,14,,
2026-03-20,CookingOil_g,g,1250,0,32703.84,0,11997.95,,2026-06-29,0,14,,
2026-03-20,Cream_ml,ml,840,0,3680,0,4007.67,Y,,0,2,,REORDER
2026-03-20,Egg_count,count,16,0,108.99,0,78.85,,2026-05-10,0,5,,
2026-03-20,Flour_g,g,8105,0,205737.33,0,75954.11,,2026-06-02,0,14,,
2026-03-20,Garlic_g,g,115.6,0,582.8,0,218.99,,2026-05-03,0,1,,
2026-03-20,Lime_g,g,455,0,350,0,691.51,Y,2026-05-01,0,1,,REORDER
2026-03-20,Milk_ml,ml,3600,0,21260,0,16142.47,,2026-05-02,0,2,,
2026-03-20,Mint_g,g,25,0,475,0,42.74,,2026-05-03,0,1,,
2026-03-20,Mozzarella_g,g,4440,0,9464.44,15000,16356.82,,,0,2,,
2026-03-20,Mushroom_g,g,140,0,620,0,728.77,Y,2026-05-01,0,1,,REORDER
2026-03-20,OliveOil_g,g,441,0,3108.25,8000,3774.08,,2026-06-29,0,14,,
2026-03-20,Onion_g,g,629,0,923,0,955.53,Y,2026-05-03,0,1,,REORDER
2026-03-20,Parmesan_g,g,60,0,181.92,500,248.77,,2026-04-30,0,5,,
2026-03-20,Pesto_g,g,261,77,1000,0,480.96,,2026-05-02,0,1,,SPOILAGE_WRITE_OFF
2026-03-20,Pita_g,g,480,0,2894.79,0,2012.05,,2026-05-10,0,7,,
2026-03-20,Pork_g,g,920,0,6338.63,0,6933.7,Y,2026-05-20,0,7,,REORDER
2026-03-20,Potato_g,g,5650,0,26754.11,54500,37158.9,,2026-05-20,0,7,,
2026-03-20,Salmon_g,g,990,0,11456.03,0,6139.73,,2026-05-19,0,7,,
2026-03-20,SauceOther_g,g,3289,0,6379,0,6047.34,,2026-05-05,0,1,,
2026-03-20,Seafood_g,g,838,0,2162,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-03-20,Soda_ml,ml,19200,0,422032.6,0,160257.53,,2026-05-30,0,14,,
2026-03-20,Soju_ml,ml,3960,0,102082.19,0,70461.37,,2027-03-09,0,30,,
2026-03-20,Spirits_ml,ml,1665,0,35534.52,0,24201.58,,2027-03-07,0,30,,
2026-03-20,Sugar_g,g,480,0,15749.04,0,5663.01,,2027-02-28,0,14,,
2026-03-20,TomatoSauce_g,g,3060,0,2918,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-03-20,VegMix_g,g,3898,0,6918,0,6644.66,,2026-04-30,0,1,,
2026-03-20,WhiteSauce_g,g,240,0,760,0,797.81,Y,2026-04-30,0,1,,REORDER
2026-03-20,Wine_ml,ml,2610,0,51311.78,0,34449.86,,2027-03-07,0,30,,
2026-03-21,Anchovy_g,g,75,0,365.41,0,380.14,Y,2026-08-29,0,14,,REORDER
2026-03-21,Beef_g,g,2170,0,7490,0,4770.68,,2026-04-30,0,1,,
2026-03-21,Beer_ml,ml,24090,0,453080.68,0,323929.18,,2027-03-10,0,30,,
2026-03-21,Bread_g,g,540,0,2880,1000,7163.01,Y,2026-04-30,0,3,,REORDER
2026-03-21,Butter_g,g,300,0,2277.67,0,1195.07,,2026-05-05,0,5,,
2026-03-21,Chicken_g,g,6802,0,9816,0,13473.64,Y,2026-05-02,0,1,,REORDER
2026-03-21,Chocolate_g,g,270,0,11311.58,0,4332.19,,2026-08-25,0,14,,
2026-03-21,CookingOil_g,g,1085,0,31618.84,0,11997.95,,2026-06-29,0,14,,
2026-03-21,Cream_ml,ml,540,0,3140,4000,4007.67,,,0,2,,
2026-03-21,Egg_count,count,16,0,92.99,0,78.85,,2026-05-10,0,5,,
2026-03-21,Flour_g,g,7900,0,197837.33,0,75954.11,,2026-06-02,0,14,,
2026-03-21,Garlic_g,g,125.2,0,457.6,0,218.99,,2026-05-03,0,1,,
2026-03-21,Lime_g,g,265,0,1085,0,691.51,,2026-05-01,0,1,,
2026-03-21,Milk_ml,ml,4680,2580,14000,0,16142.47,Y,2026-05-02,0,2,,REORDER; SPOILAGE_WRITE_OFF
2026-03-21,Mint_g,g,15,0,460,0,42.74,,2026-05-03,0,1,,
2026-03-21,Mozzarella_g,g,4296,0,20168.44,0,16356.82,,,0,2,,
2026-03-21,Mushroom_g,g,0,620,1500,0,728.77,,2026-05-01,0,1,,SPOILAGE_WRITE_OFF
2026-03-21,OliveOil_g,g,371.4,0,2736.85,8000,3774.08,,2026-06-29,0,14,,
2026-03-21,Onion_g,g,464,0,1959,0,955.53,,2026-05-03,0,1,,
2026-03-21,Parmesan_g,g,60,0,621.92,0,248.77,,2026-04-30,0,5,,
2026-03-21,Pesto_g,g,261,0,739,0,480.96,,2026-05-02,0,1,,
2026-03-21,Pita_g,g,480,0,2414.79,0,2012.05,,2026-05-10,0,7,,
2026-03-21,Pork_g,g,1620,0,4718.63,10000,6933.7,,2026-05-20,0,7,,
2026-03-21,Potato_g,g,4650,0,22104.11,54500,37158.9,,2026-05-20,0,7,,
2026-03-21,Salmon_g,g,990,0,10466.03,0,6139.73,,2026-05-19,0,7,,
2026-03-21,SauceOther_g,g,2953,0,3426,0,6047.34,Y,2026-05-05,0,1,,REORDER
2026-03-21,Seafood_g,g,1990,172,2500,0,2937.64,Y,2026-04-30,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-03-21,Soda_ml,ml,18810,0,403222.6,0,160257.53,,2026-05-30,0,14,,
2026-03-21,Soju_ml,ml,2520,0,99562.19,0,70461.37,,2027-03-09,0,30,,
2026-03-21,Spirits_ml,ml,825,0,34709.52,0,24201.58,,2027-03-07,0,30,,
2026-03-21,Sugar_g,g,460,0,15289.04,0,5663.01,,2027-02-28,0,14,,
2026-03-21,TomatoSauce_g,g,2952,0,4966,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-03-21,VegMix_g,g,2990,0,3928,0,6644.66,Y,2026-04-30,0,1,,REORDER
2026-03-21,WhiteSauce_g,g,240,520,500,0,797.81,Y,2026-04-30,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-03-21,Wine_ml,ml,870,0,50441.78,0,34449.86,,2027-03-07,0,30,,
2026-03-22,Anchovy_g,g,25,0,340.41,1000,380.14,,2026-08-29,0,14,,
2026-03-22,Beef_g,g,3120,0,4370,0,4770.68,Y,2026-04-30,0,1,,REORDER
2026-03-22,Beer_ml,ml,18780,0,434300.68,0,323929.18,,2027-03-10,0,30,,
2026-03-22,Bread_g,g,540,1340,2000,0,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-03-22,Butter_g,g,310,0,1967.67,0,1195.07,,2026-05-05,0,5,,
2026-03-22,Chicken_g,g,7666,0,26150,0,13473.64,,2026-05-02,0,1,,
2026-03-22,Chocolate_g,g,355,0,10956.58,0,4332.19,,2026-08-25,0,14,,
2026-03-22,CookingOil_g,g,1270,0,30348.84,0,11997.95,,2026-06-29,0,14,,
2026-03-22,Cream_ml,ml,960,0,6180,0,4007.67,,,0,2,,
2026-03-22,Egg_count,count,18,0,74.99,0,78.85,Y,2026-05-10,0,5,,REORDER
2026-03-22,Flour_g,g,8855,0,188982.33,0,75954.11,,2026-06-02,0,14,,
2026-03-22,Garlic_g,g,116,341.6,0,0,218.99,Y,2026-05-03,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-03-22,Lime_g,g,310,0,775,0,691.51,,2026-05-01,0,1,,
2026-03-22,Milk_ml,ml,3720,0,10280,15000,16142.47,,2026-05-02,0,2,,
2026-03-22,Mint_g,g,30,0,430,0,42.74,,2026-05-03,0,1,,
2026-03-22,Mozzarella_g,g,4752,0,15416.44,0,16356.82,Y,,0,2,,REORDER
2026-03-22,Mushroom_g,g,560,0,940,0,728.77,,2026-05-01,0,1,,
2026-03-22,OliveOil_g,g,391.8,0,10345.05,0,3774.08,,2026-06-29,0,14,,
2026-03-22,Onion_g,g,527,0,1432,0,955.53,,2026-05-03,0,1,,
2026-03-22,Parmesan_g,g,80,0,541.92,0,248.77,,2026-04-30,0,5,,
2026-03-22,Pesto_g,g,271,0,468,0,480.96,Y,2026-05-02,0,1,,REORDER
2026-03-22,Pita_g,g,720,0,1694.79,0,2012.05,Y,2026-05-10,0,7,,REORDER
2026-03-22,Pork_g,g,900,0,3818.63,10000,6933.7,,2026-05-20,0,7,,
2026-03-22,Potato_g,g,5800,0,70804.11,0,37158.9,,2026-05-20,0,7,,
2026-03-22,Salmon_g,g,540,0,9926.03,0,6139.73,,2026-05-19,0,7,,
2026-03-22,SauceOther_g,g,3925,0,11501,0,6047.34,,2026-05-05,0,1,,
2026-03-22,Seafood_g,g,2048,0,2452,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-03-22,Soda_ml,ml,19590,0,383632.6,0,160257.53,,2026-05-30,0,14,,
2026-03-22,Soju_ml,ml,3960,0,95602.19,0,70461.37,,2027-03-09,0,30,,
2026-03-22,Spirits_ml,ml,1005,0,33704.52,0,24201.58,,2027-03-07,0,30,,
2026-03-22,Sugar_g,g,490,0,14799.04,0,5663.01,,2027-02-28,0,14,,
2026-03-22,TomatoSauce_g,g,3024,0,4942,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-03-22,VegMix_g,g,3794,0,13134,0,6644.66,,2026-04-30,0,1,,
2026-03-22,WhiteSauce_g,g,480,0,1020,0,797.81,,2026-04-30,0,1,,
2026-03-22,Wine_ml,ml,2430,0,48011.78,0,34449.86,,2027-03-07,0,30,,
2026-03-23,Anchovy_g,g,0,0,340.41,1000,380.14,,2026-08-29,0,14,,
2026-03-23,Beef_g,g,2170,0,10200,0,4770.68,,2026-04-30,0,1,,
2026-03-23,Beer_ml,ml,15440,0,418860.68,0,323929.18,,2027-03-10,0,30,,
2026-03-23,Bread_g,g,540,460,1000,500,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-03-23,Butter_g,g,210,0,1757.67,0,1195.07,,2026-05-05,0,5,,
2026-03-23,Chicken_g,g,7192,0,18958,0,13473.64,,2026-05-02,0,1,,
2026-03-23,Chocolate_g,g,375,0,10581.58,0,4332.19,,2026-08-25,0,14,,
2026-03-23,CookingOil_g,g,1180,0,29168.84,0,11997.95,,2026-06-29,0,14,,
2026-03-23,Cream_ml,ml,1140,0,5040,0,4007.67,,,0,2,,
2026-03-23,Egg_count,count,20,0,54.99,72,78.85,,2026-05-10,0,5,,
2026-03-23,Flour_g,g,7205,0,181777.33,0,75954.11,,2026-06-02,0,14,,
2026-03-23,Garlic_g,g,108.8,0,891.2,0,218.99,,2026-05-03,0,1,,
2026-03-23,Lime_g,g,280,0,495,0,691.51,Y,2026-05-01,0,1,,REORDER
2026-03-23,Milk_ml,ml,4200,0,21080,0,16142.47,,2026-05-02,0,2,,
2026-03-23,Mint_g,g,10,0,420,0,42.74,,2026-05-03,0,1,,
2026-03-23,Mozzarella_g,g,3960,0,11456.44,13500,16356.82,,,0,2,,
2026-03-23,Mushroom_g,g,140,0,800,0,728.77,,2026-05-01,0,1,,
2026-03-23,OliveOil_g,g,354,0,9991.05,0,3774.08,,2026-06-29,0,14,,
2026-03-23,Onion_g,g,502,0,930,0,955.53,Y,2026-05-03,0,1,,REORDER
2026-03-23,Parmesan_g,g,40,0,501.92,0,248.77,,2026-04-30,0,5,,
2026-03-23,Pesto_g,g,226,0,1242,0,480.96,,2026-05-02,0,1,,
2026-03-23,Pita_g,g,360,0,1334.79,3000,2012.05,,2026-05-10,0,7,,
2026-03-23,Pork_g,g,1360,0,12458.63,0,6933.7,,2026-05-20,0,7,,
2026-03-23,Potato_g,g,6100,0,64704.11,0,37158.9,,2026-05-20,0,7,,
2026-03-23,Salmon_g,g,1080,0,8846.03,0,6139.73,,2026-05-19,0,7,,
2026-03-23,SauceOther_g,g,2837,0,8664,0,6047.34,,2026-05-05,0,1,,
2026-03-23,Seafood_g,g,732,0,3720,0,2937.64,,2026-04-30,0,1,,
2026-03-23,Soda_ml,ml,15510,0,368122.6,0,160257.53,,2026-05-30,0,14,,
2026-03-23,Soju_ml,ml,2880,0,92722.19,0,70461.37,,2027-03-09,0,30,,
2026-03-23,Spirits_ml,ml,1425,0,32279.52,0,24201.58,,2027-03-07,0,30,,
2026-03-23,Sugar_g,g,450,0,14349.04,0,5663.01,,2027-02-28,0,14,,
2026-03-23,TomatoSauce_g,g,2520,0,5422,0,5236.27,,2026-05-01,0,1,,
2026-03-23,VegMix_g,g,3842,0,9292,0,6644.66,,2026-04-30,0,1,,
2026-03-23,WhiteSauce_g,g,400,0,620,0,797.81,Y,2026-04-30,0,1,,REORDER
2026-03-23,Wine_ml,ml,870,0,47141.78,0,34449.86,,2027-03-07,0,30,,
2026-03-24,Anchovy_g,g,25,0,1315.41,0,380.14,,2026-08-29,0,14,,
2026-03-24,Beef_g,g,2320,0,7880,0,4770.68,,2026-04-30,0,1,,
2026-03-24,Beer_ml,ml,14120,0,404740.68,0,323929.18,,2027-03-10,0,30,,
2026-03-24,Bread_g,g,810,190,0,1500,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-03-24,Butter_g,g,210,0,1547.67,0,1195.07,,2026-05-05,0,5,,
2026-03-24,Chicken_g,g,5152,0,13806,0,13473.64,,2026-05-02,0,1,,
2026-03-24,Chocolate_g,g,310,0,10271.58,0,4332.19,,2026-08-25,0,14,,
2026-03-24,CookingOil_g,g,940,0,28228.84,0,11997.95,,2026-06-29,0,14,,
2026-03-24,Cream_ml,ml,600,0,4440,0,4007.67,,,0,2,,
2026-03-24,Egg_count,count,13,0,113.99,0,78.85,,2026-05-10,0,5,,
2026-03-24,Flour_g,g,6040,0,175737.33,0,75954.11,,2026-06-02,0,14,,
2026-03-24,Garlic_g,g,87.8,0,803.4,0,218.99,,2026-05-03,0,1,,
2026-03-24,Lime_g,g,250,0,1245,0,691.51,,2026-05-01,0,1,,
2026-03-24,Milk_ml,ml,2340,0,18740,0,16142.47,,2026-05-02,0,2,,
2026-03-24,Mint_g,g,10,410,0,0,42.74,Y,2026-05-03,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-03-24,Mozzarella_g,g,3264,0,21692.44,0,16356.82,,,0,2,,
2026-03-24,Mushroom_g,g,140,0,660,0,728.77,Y,2026-05-01,0,1,,REORDER
2026-03-24,OliveOil_g,g,327.6,0,9663.45,0,3774.08,,2026-06-29,0,14,,
2026-03-24,Onion_g,g,410,0,2020,0,955.53,,2026-05-03,0,1,,
2026-03-24,Parmesan_g,g,120,0,381.92,0,248.77,,2026-04-30,0,5,,
2026-03-24,Pesto_g,g,223,0,1019,0,480.96,,2026-05-02,0,1,,
2026-03-24,Pita_g,g,240,0,1094.79,3000,2012.05,,2026-05-10,0,7,,
2026-03-24,Pork_g,g,1420,0,11038.63,0,6933.7,,2026-05-20,0,7,,
2026-03-24,Potato_g,g,5050,0,59654.11,0,37158.9,,2026-05-20,0,7,,
2026-03-24,Salmon_g,g,810,0,8036.03,0,6139.73,,2026-05-19,0,7,,
2026-03-24,SauceOther_g,g,2855,0,5809,0,6047.34,Y,2026-05-05,0,1,,REORDER
2026-03-24,Seafood_g,g,1234,486,2000,0,2937.64,Y,2026-04-30,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-03-24,Soda_ml,ml,13710,0,354412.6,0,160257.53,,2026-05-30,0,14,,
2026-03-24,Soju_ml,ml,3960,0,88762.19,0,70461.37,,2027-03-09,0,30,,
2026-03-24,Spirits_ml,ml,855,0,31424.52,0,24201.58,,2027-03-07,0,30,,
2026-03-24,Sugar_g,g,370,0,13979.04,0,5663.01,,2027-02-28,0,14,,
2026-03-24,TomatoSauce_g,g,2268,0,3154,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-03-24,VegMix_g,g,2896,0,6396,0,6644.66,Y,2026-04-30,0,1,,REORDER
2026-03-24,WhiteSauce_g,g,160,460,1000,0,797.81,,2026-04-30,0,1,,SPOILAGE_WRITE_OFF
2026-03-24,Wine_ml,ml,3360,0,43781.78,0,34449.86,,2027-03-07,0,30,,
2026-03-25,Anchovy_g,g,100,0,1215.41,0,380.14,,2026-08-29,0,14,,
2026-03-25,Beef_g,g,1440,0,6440,0,4770.68,,2026-04-30,0,1,,
2026-03-25,Beer_ml,ml,12270,0,392470.68,0,323929.18,,2027-03-10,0,30,,
2026-03-25,Bread_g,g,450,0,50,2000,7163.01,Y,2026-04-30,0,3,,REORDER
2026-03-25,Butter_g,g,220,0,1327.67,0,1195.07,,2026-05-05,0,5,,
2026-03-25,Chicken_g,g,5828,0,7978,0,13473.64,Y,2026-05-02,0,1,,REORDER
2026-03-25,Chocolate_g,g,640,0,9631.58,0,4332.19,,2026-08-25,0,14,,
2026-03-25,CookingOil_g,g,1115,0,27113.84,0,11997.95,,2026-06-29,0,14,,
2026-03-25,Cream_ml,ml,1560,0,2880,0,4007.67,Y,,0,2,,REORDER
2026-03-25,Egg_count,count,21,0,92.99,0,78.85,,2026-05-10,0,5,,
2026-03-25,Flour_g,g,8510,0,167227.33,0,75954.11,,2026-06-02,0,14,,
2026-03-25,Garlic_g,g,116.8,0,686.6,0,218.99,,2026-05-03,0,1,,
2026-03-25,Lime_g,g,385,0,860,0,691.51,,2026-05-01,0,1,,
2026-03-25,Milk_ml,ml,3060,680,15000,0,16142.47,Y,2026-05-02,0,2,,REORDER; SPOILAGE_WRITE_OFF
2026-03-25,Mint_g,g,25,0,475,0,42.74,,2026-05-03,0,1,,
2026-03-25,Mozzarella_g,g,4704,0,16988.44,0,16356.82,,,0,2,,
2026-03-25,Mushroom_g,g,0,0,2160,0,728.77,,2026-05-01,0,1,,
2026-03-25,OliveOil_g,g,383.6,0,9279.85,0,3774.08,,2026-06-29,0,14,,
2026-03-25,Onion_g,g,382,0,1638,0,955.53,,2026-05-03,0,1,,
2026-03-25,Parmesan_g,g,60,0,321.92,0,248.77,,2026-04-30,0,5,,
2026-03-25,Pesto_g,g,259,0,760,0,480.96,,2026-05-02,0,1,,
